Date_Stamp,Time_Stamp,Server_Alpha_Status,Server_Numerical_Status
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
2019-12-13,1:10:30,server down,0
